triad,way,model,cell,seed,verdict,error_count,reason
b2_pp_v02,way1,pp,W-02_demod_latency_plus1,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-02_demod_latency_plus1,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-02_demod_latency_plus1,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,W-03_mod_idle_zero,42,FAIL,0,no_result
b2_pp_v02,way1,pp,W-03_mod_idle_zero,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,W-03_mod_idle_zero,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-03_mod_idle_zero,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-03_mod_idle_zero,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,W-04_demod_idle_zero,42,FAIL,0,no_result
b2_pp_v02,way1,pp,W-04_demod_idle_zero,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,W-04_demod_idle_zero,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-04_demod_idle_zero,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-04_demod_idle_zero,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,W-05_mod_reset_late,42,FAIL,0,no_result
b2_pp_v02,way1,pp,W-05_mod_reset_late,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,W-05_mod_reset_late,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-05_mod_reset_late,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-05_mod_reset_late,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,W-06_demod_reset_late,42,FAIL,0,no_result
b2_pp_v02,way1,pp,W-06_demod_reset_late,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,W-06_demod_reset_late,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-06_demod_reset_late,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-06_demod_reset_late,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,W-07_ch_noise_doubled,42,FAIL,0,no_result
b2_pp_v02,way1,pp,W-07_ch_noise_doubled,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,W-07_ch_noise_doubled,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-07_ch_noise_doubled,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-07_ch_noise_doubled,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,W-08_ch_rotation_doubled,42,FAIL,0,no_result
b2_pp_v02,way1,pp,W-08_ch_rotation_doubled,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,W-08_ch_rotation_doubled,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-08_ch_rotation_doubled,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-08_ch_rotation_doubled,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,W-09_ch_latency_plus1,42,FAIL,0,no_result
b2_pp_v02,way1,pp,W-09_ch_latency_plus1,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,W-09_ch_latency_plus1,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-09_ch_latency_plus1,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-09_ch_latency_plus1,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,W-10_ch_idle_zero,42,FAIL,0,no_result
b2_pp_v02,way1,pp,W-10_ch_idle_zero,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,W-10_ch_idle_zero,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,W-10_ch_idle_zero,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,W-10_ch_idle_zero,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,S-01_const_sym10_i,42,FAIL,0,no_result
b2_pp_v02,way1,pp,S-01_const_sym10_i,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,S-01_const_sym10_i,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,S-01_const_sym10_i,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,S-01_const_sym10_i,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,S-02_const_sym01_q,42,FAIL,0,no_result
b2_pp_v02,way1,pp,S-02_const_sym01_q,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,S-02_const_sym01_q,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,S-02_const_sym01_q,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,S-02_const_sym01_q,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,S-03_slice_invert_i,42,FAIL,0,no_result
b2_pp_v02,way1,pp,S-03_slice_invert_i,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,S-03_slice_invert_i,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,S-03_slice_invert_i,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,S-03_slice_invert_i,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,S-05_mod_valid_gate,42,FAIL,0,no_result
b2_pp_v02,way1,pp,S-05_mod_valid_gate,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,S-05_mod_valid_gate,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,S-05_mod_valid_gate,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,S-05_mod_valid_gate,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,S-09_ch_q_inversion,42,FAIL,0,no_result
b2_pp_v02,way1,pp,S-09_ch_q_inversion,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,S-09_ch_q_inversion,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,S-09_ch_q_inversion,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,S-09_ch_q_inversion,314159,FAIL,0,no_result
b2_pp_v02,way1,pp,S-11_ch_noise_overload,42,FAIL,0,no_result
b2_pp_v02,way1,pp,S-11_ch_noise_overload,1337,FAIL,0,no_result
b2_pp_v02,way1,pp,S-11_ch_noise_overload,9001,FAIL,0,no_result
b2_pp_v02,way1,pp,S-11_ch_noise_overload,271828,FAIL,0,no_result
b2_pp_v02,way1,pp,S-11_ch_noise_overload,314159,FAIL,0,no_result
b2_pp_v03,way1,pp,golden,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,golden,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,golden,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,golden,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,golden,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-01_mod_latency_plus1,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-01_mod_latency_plus1,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-01_mod_latency_plus1,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-01_mod_latency_plus1,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-01_mod_latency_plus1,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-02_demod_latency_plus1,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-02_demod_latency_plus1,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-02_demod_latency_plus1,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-02_demod_latency_plus1,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-02_demod_latency_plus1,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-03_mod_idle_zero,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-03_mod_idle_zero,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-03_mod_idle_zero,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-03_mod_idle_zero,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-03_mod_idle_zero,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-04_demod_idle_zero,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-04_demod_idle_zero,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-04_demod_idle_zero,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-04_demod_idle_zero,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-04_demod_idle_zero,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-05_mod_reset_late,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-05_mod_reset_late,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-05_mod_reset_late,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-05_mod_reset_late,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-05_mod_reset_late,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-06_demod_reset_late,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-06_demod_reset_late,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-06_demod_reset_late,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-06_demod_reset_late,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-06_demod_reset_late,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-07_ch_noise_doubled,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-07_ch_noise_doubled,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-07_ch_noise_doubled,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-07_ch_noise_doubled,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-07_ch_noise_doubled,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-08_ch_rotation_doubled,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-08_ch_rotation_doubled,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-08_ch_rotation_doubled,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-08_ch_rotation_doubled,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-08_ch_rotation_doubled,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-09_ch_latency_plus1,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-09_ch_latency_plus1,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-09_ch_latency_plus1,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-09_ch_latency_plus1,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-09_ch_latency_plus1,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-10_ch_idle_zero,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-10_ch_idle_zero,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-10_ch_idle_zero,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-10_ch_idle_zero,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,W-10_ch_idle_zero,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-01_const_sym10_i,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-01_const_sym10_i,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-01_const_sym10_i,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-01_const_sym10_i,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-01_const_sym10_i,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-02_const_sym01_q,42,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-02_const_sym01_q,1337,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-02_const_sym01_q,9001,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-02_const_sym01_q,271828,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-02_const_sym01_q,314159,FAIL,2,result_fail
b2_pp_v03,way1,pp,S-03_slice_invert_i,42,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-03_slice_invert_i,1337,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-03_slice_invert_i,9001,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-03_slice_invert_i,271828,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-03_slice_invert_i,314159,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-05_mod_valid_gate,42,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-05_mod_valid_gate,1337,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-05_mod_valid_gate,9001,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-05_mod_valid_gate,271828,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-05_mod_valid_gate,314159,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-09_ch_q_inversion,42,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-09_ch_q_inversion,1337,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-09_ch_q_inversion,9001,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-09_ch_q_inversion,271828,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-09_ch_q_inversion,314159,FAIL,40,result_fail
b2_pp_v03,way1,pp,S-11_ch_noise_overload,42,FAIL,31,result_fail
b2_pp_v03,way1,pp,S-11_ch_noise_overload,1337,FAIL,29,result_fail
b2_pp_v03,way1,pp,S-11_ch_noise_overload,9001,FAIL,31,result_fail
b2_pp_v03,way1,pp,S-11_ch_noise_overload,271828,FAIL,35,result_fail
b2_pp_v03,way1,pp,S-11_ch_noise_overload,314159,FAIL,25,result_fail
b2_km_v01,way1,km,golden,42,FAIL,40,result_fail
b2_km_v01,way1,km,golden,1337,FAIL,40,result_fail
b2_km_v01,way1,km,golden,9001,FAIL,40,result_fail
b2_km_v01,way1,km,golden,271828,FAIL,40,result_fail
b2_km_v01,way1,km,golden,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-01_mod_latency_plus1,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-01_mod_latency_plus1,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-01_mod_latency_plus1,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-01_mod_latency_plus1,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-01_mod_latency_plus1,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-02_demod_latency_plus1,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-02_demod_latency_plus1,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-02_demod_latency_plus1,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-02_demod_latency_plus1,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-02_demod_latency_plus1,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-03_mod_idle_zero,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-03_mod_idle_zero,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-03_mod_idle_zero,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-03_mod_idle_zero,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-03_mod_idle_zero,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-04_demod_idle_zero,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-04_demod_idle_zero,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-04_demod_idle_zero,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-04_demod_idle_zero,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-04_demod_idle_zero,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-05_mod_reset_late,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-05_mod_reset_late,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-05_mod_reset_late,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-05_mod_reset_late,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-05_mod_reset_late,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-06_demod_reset_late,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-06_demod_reset_late,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-06_demod_reset_late,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-06_demod_reset_late,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-06_demod_reset_late,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-07_ch_noise_doubled,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-07_ch_noise_doubled,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-07_ch_noise_doubled,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-07_ch_noise_doubled,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-07_ch_noise_doubled,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-08_ch_rotation_doubled,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-08_ch_rotation_doubled,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-08_ch_rotation_doubled,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-08_ch_rotation_doubled,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-08_ch_rotation_doubled,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-09_ch_latency_plus1,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-09_ch_latency_plus1,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-09_ch_latency_plus1,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-09_ch_latency_plus1,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-09_ch_latency_plus1,314159,FAIL,40,result_fail
b2_km_v01,way1,km,W-10_ch_idle_zero,42,FAIL,40,result_fail
b2_km_v01,way1,km,W-10_ch_idle_zero,1337,FAIL,40,result_fail
b2_km_v01,way1,km,W-10_ch_idle_zero,9001,FAIL,40,result_fail
b2_km_v01,way1,km,W-10_ch_idle_zero,271828,FAIL,40,result_fail
b2_km_v01,way1,km,W-10_ch_idle_zero,314159,FAIL,40,result_fail
b2_km_v01,way1,km,S-01_const_sym10_i,42,FAIL,40,result_fail
b2_km_v01,way1,km,S-01_const_sym10_i,1337,FAIL,40,result_fail
b2_km_v01,way1,km,S-01_const_sym10_i,9001,FAIL,40,result_fail
b2_km_v01,way1,km,S-01_const_sym10_i,271828,FAIL,40,result_fail
b2_km_v01,way1,km,S-01_const_sym10_i,314159,FAIL,40,result_fail
b2_km_v01,way1,km,S-02_const_sym01_q,42,FAIL,40,result_fail
b2_km_v01,way1,km,S-02_const_sym01_q,1337,FAIL,40,result_fail
b2_km_v01,way1,km,S-02_const_sym01_q,9001,FAIL,40,result_fail
b2_km_v01,way1,km,S-02_const_sym01_q,271828,FAIL,40,result_fail
b2_km_v01,way1,km,S-02_const_sym01_q,314159,FAIL,40,result_fail
b2_km_v01,way1,km,S-03_slice_invert_i,42,FAIL,40,result_fail
b2_km_v01,way1,km,S-03_slice_invert_i,1337,FAIL,40,result_fail
b2_km_v01,way1,km,S-03_slice_invert_i,9001,FAIL,40,result_fail
b2_km_v01,way1,km,S-03_slice_invert_i,271828,FAIL,40,result_fail
b2_km_v01,way1,km,S-03_slice_invert_i,314159,FAIL,40,result_fail
b2_km_v01,way1,km,S-05_mod_valid_gate,42,FAIL,40,result_fail
b2_km_v01,way1,km,S-05_mod_valid_gate,1337,FAIL,40,result_fail
b2_km_v01,way1,km,S-05_mod_valid_gate,9001,FAIL,40,result_fail
b2_km_v01,way1,km,S-05_mod_valid_gate,271828,FAIL,40,result_fail
b2_km_v01,way1,km,S-05_mod_valid_gate,314159,FAIL,40,result_fail
b2_km_v01,way1,km,S-09_ch_q_inversion,42,FAIL,40,result_fail
b2_km_v01,way1,km,S-09_ch_q_inversion,1337,FAIL,40,result_fail
b2_km_v01,way1,km,S-09_ch_q_inversion,9001,FAIL,40,result_fail
b2_km_v01,way1,km,S-09_ch_q_inversion,271828,FAIL,40,result_fail
b2_km_v01,way1,km,S-09_ch_q_inversion,314159,FAIL,40,result_fail
b2_km_v01,way1,km,S-11_ch_noise_overload,42,FAIL,40,result_fail
b2_km_v01,way1,km,S-11_ch_noise_overload,1337,FAIL,40,result_fail
b2_km_v01,way1,km,S-11_ch_noise_overload,9001,FAIL,40,result_fail
