group,model,category,version,filename,raw_sha256,ingested_sha256,normalized_sha256,lint_status,violations,dedup_class,representative,cross_model_dup_of
variants,pp,seq,5,qpsk_seq_pp_05.sv,4fd41071c7f8ca0b32d77f110a472896b906a24d9fc02b22c5f0cd769637334a,4fd41071c7f8ca0b32d77f110a472896b906a24d9fc02b22c5f0cd769637334a,e6f7286fed37325d070c64f23403d3d59a6cd2fa96db0b1b01c8d17600127197,OK,,unique,qpsk_seq_pp_05.sv,
variants,km,drv,1,qpsk_drv_km_01.sv,79c7760c1a5d3573006cc86f255efe3d9466aeca6da30138edd4346dc21b6e21,79c7760c1a5d3573006cc86f255efe3d9466aeca6da30138edd4346dc21b6e21,87424eeaebae3cc01cca74b735e013948617de558b3cdc60ef88d9b4522ae326,OK,,unique,qpsk_drv_km_01.sv,
variants,km,drv,2,qpsk_drv_km_02.sv,f7f0f8a6b9eb376ae10b16d354d76ec460dff5d7b3bc09da4633d6bae1ec7d3c,f7f0f8a6b9eb376ae10b16d354d76ec460dff5d7b3bc09da4633d6bae1ec7d3c,9b6e35f8db8cedfae855c426def7120e5fa7387f7ec648246f2535aa049eea78,OK,,unique,qpsk_drv_km_02.sv,
variants,km,drv,3,qpsk_drv_km_03.sv,b70676500e6675c6b0000ab766d778a25dcace19eba7ef354c08fa67ab52f0c0,b70676500e6675c6b0000ab766d778a25dcace19eba7ef354c08fa67ab52f0c0,2975ad3f0b82f586b06e7fcf1389081bdb1fa76e231a8820f78a3eb45e738bd8,OK,,unique,qpsk_drv_km_03.sv,
variants,km,drv,4,qpsk_drv_km_04.sv,03963d2512723328cbff122a65c0921730c363f461de438332cb5d9be15b4514,03963d2512723328cbff122a65c0921730c363f461de438332cb5d9be15b4514,,INELIGIBLE,missing-macro:uvm_component_utils(qpsk_driver),ineligible,,
variants,km,drv,5,qpsk_drv_km_05.sv,5ab05488c36ecfe3855f99f6309d253f46f575a1f12b59ffad346d54b8803b15,5ab05488c36ecfe3855f99f6309d253f46f575a1f12b59ffad346d54b8803b15,b512e692e3c18e3ce8e25df7753c4d0d980532470c314eef10f49cf3ff8a6bac,OK,,unique,qpsk_drv_km_05.sv,
variants,km,sb,1,qpsk_sb_km_01.sv,0347e5e4a2e07e15a3d5a0ca337c2e011a32be70cc78d0d2999a2250d91c4efc,0347e5e4a2e07e15a3d5a0ca337c2e011a32be70cc78d0d2999a2250d91c4efc,311f474e114d4f08821e3249945c184311a9ac4f32e2ca5562d39eefe0abc336,OK,,unique,qpsk_sb_km_01.sv,
variants,km,sb,2,qpsk_sb_km_02.sv,89d4175f10638ad129d802bd3ceb6e73aa75a734a79cb50ea73478cd63430f18,89d4175f10638ad129d802bd3ceb6e73aa75a734a79cb50ea73478cd63430f18,9b76fedbfefdfc96eef0bb665d1588c201355fdac394095942e900fc5d40e83d,OK,,unique,qpsk_sb_km_02.sv,
variants,km,sb,3,qpsk_sb_km_03.sv,b6e5c7a29f47214f348f38a8b1d0db26fb779b66dc6d2349ae42930a3ee486c5,b6e5c7a29f47214f348f38a8b1d0db26fb779b66dc6d2349ae42930a3ee486c5,c7b1c66e8947eb59a07b4601ef4a743ef6806aff0854157abc29726834c446cc,OK,,unique,qpsk_sb_km_03.sv,
variants,km,sb,4,qpsk_sb_km_04.sv,0dbd835b9b4a5c55dd9cd035e4e6c661d239c4d7593288a58827a4b86ed49f6f,0dbd835b9b4a5c55dd9cd035e4e6c661d239c4d7593288a58827a4b86ed49f6f,0a39705f7052bdb202a3ea1c31cdc10016f94927c34014b78ab835a23a5bc7f3,OK,,unique,qpsk_sb_km_04.sv,
variants,km,sb,5,qpsk_sb_km_05.sv,1a0e5a5eb0e8f7fb571cd246545f726c48cee0496ff6f914c123f62cdb132e1a,1a0e5a5eb0e8f7fb571cd246545f726c48cee0496ff6f914c123f62cdb132e1a,89911c75a950e0b9a479eb36cd552bd95413a508a4ce8ea72f303ce88de46ba6,OK,,unique,qpsk_sb_km_05.sv,
variants,km,seq,1,qpsk_seq_km_01.sv,b43950df038d211367b00c6246c49aa6a8c717581e80dda22cb10cd553bf0ca4,b43950df038d211367b00c6246c49aa6a8c717581e80dda22cb10cd553bf0ca4,37fc894b33e2ecd41f1eb6b509b7d7bd409c452a5411e3f1b20e5585dbbfd683,OK,,unique,qpsk_seq_km_01.sv,
variants,km,seq,2,qpsk_seq_km_02.sv,6949e8163c0af4781ebf3d73002a9a671cd2d8d921ee0041834e5c2d6d25525d,6949e8163c0af4781ebf3d73002a9a671cd2d8d921ee0041834e5c2d6d25525d,286e9a2f1a11fa0367d0a950414a2d01ce92c3e43d44716bbd6c05e492c03ff2,OK,,unique,qpsk_seq_km_02.sv,
variants,km,seq,3,qpsk_seq_km_03.sv,7d97566289a1068b605839494657fd9fb868f8741c4d1a90867cce05a9b6df02,7d97566289a1068b605839494657fd9fb868f8741c4d1a90867cce05a9b6df02,71c64b728737c72229d6ca5a387b9db6321e0caaa0da8118e57ae6548a3dec84,OK,,unique,qpsk_seq_km_03.sv,
variants,km,seq,4,qpsk_seq_km_04.sv,25727fc0f6b7bc841cad3290c6870bdf6c4a40d79ee3994a4e643c5ba2593b91,25727fc0f6b7bc841cad3290c6870bdf6c4a40d79ee3994a4e643c5ba2593b91,31e515e6894bfab5f0dd0e2b4f997189faf1f6ff922ff9391de5340988db2277,OK,,unique,qpsk_seq_km_04.sv,
variants,km,seq,5,qpsk_seq_km_05.sv,c8fb002c15ed54d4677d323fe835aaab82014f6427a96593b4e0ed90473e5deb,c8fb002c15ed54d4677d323fe835aaab82014f6427a96593b4e0ed90473e5deb,c7176ed0da6d381e657718911d2f0793ad20a47847bc982e269f9d143464ddd3,OK,,unique,qpsk_seq_km_05.sv,
variants,gm,drv,1,qpsk_drv_gm_01.sv,6ad6b44cd2659d17316401768f0f483eaaacd911d80eb0c35d5c1d99b4332492,6ad6b44cd2659d17316401768f0f483eaaacd911d80eb0c35d5c1d99b4332492,a661bf15343be28f37bb1b6993c7f74b725b209598e9b881e70459cabda19bef,OK,,unique,qpsk_drv_gm_01.sv,
variants,gm,drv,2,qpsk_drv_gm_02.sv,8f1abbe3317430aec24fa8b0ed4de3cc97c70df5110e36236ea453c62e6a6670,8f1abbe3317430aec24fa8b0ed4de3cc97c70df5110e36236ea453c62e6a6670,,INELIGIBLE,missing-macro:uvm_component_utils(qpsk_driver),ineligible,,
variants,gm,drv,3,qpsk_drv_gm_03.sv,ce5ddeead299e71e00c2fc7170fdfd08037a37ecdd9ffb0bee8345053ea31d19,ce5ddeead299e71e00c2fc7170fdfd08037a37ecdd9ffb0bee8345053ea31d19,8bebf1626c090dd0df803d3d5ed7da6050172fcd2fc47fc4f444446b35cacd56,OK,,unique,qpsk_drv_gm_03.sv,
variants,gm,drv,4,qpsk_drv_gm_04.sv,9ec02781a337b80e6e1a50207849903a31ded64b816f5ed53df3093f31dc834e,9ec02781a337b80e6e1a50207849903a31ded64b816f5ed53df3093f31dc834e,,INELIGIBLE,missing-macro:uvm_component_utils(qpsk_driver),ineligible,,
variants,gm,drv,5,qpsk_drv_gm_05.sv,ecd5f00a400f7e250878bc589ae334c0ee9e7ea93155acaf4c7c065a75bb65ca,ecd5f00a400f7e250878bc589ae334c0ee9e7ea93155acaf4c7c065a75bb65ca,42ce881a2ae4a76c723777264770f997ebed0b72a62736afc55f8eb1683f855f,OK,,unique,qpsk_drv_gm_05.sv,
variants,gm,sb,1,qpsk_sb_gm_01.sv,210a162de14babdd33f4e90faf6148a9e61503f2cf8ea80dc94e0afa27c8d6a9,210a162de14babdd33f4e90faf6148a9e61503f2cf8ea80dc94e0afa27c8d6a9,,INELIGIBLE,missing-macro:uvm_component_utils(qpsk_scoreboard),ineligible,,
variants,gm,sb,2,qpsk_sb_gm_02.sv,56c1d9e926d219150ffac44ef85e011ff054fbab87b89dc23c5645fd19fc52ca,56c1d9e926d219150ffac44ef85e011ff054fbab87b89dc23c5645fd19fc52ca,f61f77f86b84bbc610a433ff020ff4dab4d71f19a6ad17f5b5d32ba6ba1f2600,OK,,unique,qpsk_sb_gm_02.sv,
variants,gm,sb,3,qpsk_sb_gm_03.sv,e683a551128be42b745751496da77676a74184ade01e5d1be18aec04a36b048c,e683a551128be42b745751496da77676a74184ade01e5d1be18aec04a36b048c,21adfab77004b16c6d5ec423cb521e23dddd0842848e08ca225b97bfbf5228b5,OK,,unique,qpsk_sb_gm_03.sv,
variants,gm,sb,4,qpsk_sb_gm_04.sv,e43e5544ce56b555014e8cd503114e8ef2d080181a263ece29bb05a4c36e6143,e43e5544ce56b555014e8cd503114e8ef2d080181a263ece29bb05a4c36e6143,700e6fe2e297ad4ed1e1d571ef79f149e2a50ddb42c8690dfd0eca28da39d000,OK,,unique,qpsk_sb_gm_04.sv,
variants,gm,sb,5,qpsk_sb_gm_05.sv,2f7e450c7c857e441a7bc9d2e323c3fa1c7bf21e70be71c1fb39beac6c4bb5f7,2f7e450c7c857e441a7bc9d2e323c3fa1c7bf21e70be71c1fb39beac6c4bb5f7,001498873db51caef164749fa0502c8e661dbbbc0d4fe3599c11f0c1883635f0,OK,,unique,qpsk_sb_gm_05.sv,
variants,gm,seq,1,qpsk_seq_gm_01.sv,88bb4c80a24d76ab73da01a74c3160a9d2310a27eda20a079450a6fe98475a7b,88bb4c80a24d76ab73da01a74c3160a9d2310a27eda20a079450a6fe98475a7b,b27007a2fdd4eb9fcef30fe3ac1dbcbd8c02aa6542ff938c6033def6ee8ff4dd,OK,,unique,qpsk_seq_gm_01.sv,
variants,gm,seq,2,qpsk_seq_gm_02.sv,7b604420cd0d59df878ca36819776fd46455aa334b8ef7dca5441846acb91675,7b604420cd0d59df878ca36819776fd46455aa334b8ef7dca5441846acb91675,4cf89cf9fc1e30c756720132637104204d26c24332d5ae35005ff63af1bfd965,OK,,unique,qpsk_seq_gm_02.sv,
variants,gm,seq,3,qpsk_seq_gm_03.sv,287f6d2f5c9130be9a3e4f661d06a36e9d919b80fa632f3821994aef33ea03ef,287f6d2f5c9130be9a3e4f661d06a36e9d919b80fa632f3821994aef33ea03ef,d5643a700cf5d393615577b2fb29a1f9c60b40dd6aca03120a504852f85313c9,OK,,unique,qpsk_seq_gm_03.sv,
variants,gm,seq,4,qpsk_seq_gm_04.sv,396d4e714abe5f665485ae000a5b95cd1cfa0dd820f2b647830a46d41d50db1b,396d4e714abe5f665485ae000a5b95cd1cfa0dd820f2b647830a46d41d50db1b,f343c9481b08cb89d6dc355ef3111c353eac6aa93fedd311aed6be2b3aa120ed,OK,,unique,qpsk_seq_gm_04.sv,
variants,gm,seq,5,qpsk_seq_gm_05.sv,586ff8ddf9b4268fcff268ebf813dbb8bf66cded72957665cbbda1791b09bcf7,586ff8ddf9b4268fcff268ebf813dbb8bf66cded72957665cbbda1791b09bcf7,6821a6fc1e220fec99edb20fe4cd50ddabfd8616f5477957027c9bc606ce5431,OK,,unique,qpsk_seq_gm_05.sv,
